10,1,125
10,1,130
10,1,155
10,1,143
10,1,108
10,1,111
10,1,143
10,1,185
10,1,244
10,1,295
10,1,318
10,1,332
10,1,346
10,1,355
10,1,346
10,1,345
10,1,392
10,1,415
10,1,424
10,1,447
10,1,458
10,1,462
10,1,466
10,1,468
10,1,473
10,1,475
10,1,467
10,1,462
10,1,468
10,1,467
10,1,455
10,1,459
10,1,456
10,1,456
10,1,456
10,1,455
10,1,454
10,1,446
10,1,453
10,1,446
10,1,450
10,1,452
10,1,451
10,1,451
10,1,450
10,1,444
10,1,429
10,1,408
10,1,399
10,1,397
10,1,404
10,1,403
10,1,403
10,1,395
10,1,393
10,1,390
10,1,392
10,1,398
10,1,385
10,1,373
10,1,381
10,1,379
10,1,382
10,1,381
10,1,380
10,1,376
10,1,372
10,1,349
10,1,352
10,1,352
10,1,348
10,1,354
10,1,359
10,1,361
10,1,366
10,1,372
10,1,383
10,1,376
10,1,375
10,1,387
10,1,393
10,1,404
10,1,400
10,1,339
10,1,238
10,1,101
10,1,51
10,1,29
10,1,22
10,1,22
10,1,10
10,1,3
10,1,17
10,1,17
10,1,0
10,1,1
10,1,0
10,1,0
10,1,0
10,1,0
10,1,0
10,1,150
10,1,163
10,1,159
10,1,146
10,1,147
10,1,156
10,1,163
10,1,182
10,1,250
10,1,292
10,1,317
10,1,322
10,1,321
10,1,315
10,1,301
10,1,328
10,1,384
10,1,457
10,1,474
10,1,487
10,1,490
10,1,495
10,1,493
10,1,492
10,1,489
10,1,493
10,1,489
10,1,490
10,1,490
10,1,492
10,1,501
10,1,501
10,1,498
10,1,499
10,1,495
10,1,496
10,1,497
10,1,497
10,1,494
10,1,488
10,1,484
10,1,481
10,1,481
10,1,468
10,1,448
10,1,441
10,1,440
10,1,437
10,1,434
10,1,435
10,1,434
10,1,434
10,1,426
10,1,430
10,1,427
10,1,427
10,1,424
10,1,424
10,1,425
10,1,426
10,1,426
10,1,430
10,1,423
10,1,425
10,1,418
10,1,416
10,1,419
10,1,410
10,1,401
10,1,408
10,1,402
10,1,384
10,1,374
10,1,372
10,1,376
10,1,381
10,1,380
10,1,377
10,1,377
10,1,386
10,1,394
10,1,392
10,1,397
10,1,394
10,1,399
10,1,372
10,1,200
10,1,83
10,1,43
10,1,43
10,1,43
10,1,43
10,1,43
10,1,42
10,1,42
10,1,42
10,1,29
10,1,15
10,1,3
10,1,0
10,1,0
10,1,125
10,1,157
10,1,164
10,1,195
10,1,217
10,1,234
10,1,257
10,1,265
10,1,266
10,1,273
10,1,274
10,1,274
10,1,271
10,1,269
10,1,275
10,1,286
10,1,300
10,1,312
10,1,333
10,1,328
